rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_fit_intercept,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score
88,7.117650079727173,1.5393979025385884,0.023099565505981447,0.0032414827828724283,4.199999999999999,True,l1,liblinear,"{'C': np.float64(4.199999999999999), 'fit_intercept': True, 'penalty': 'l1', 'solver': 'liblinear'}",0.9456031610485726,0.9245315002384232,0.94308246893811,0.9775538173356975,0.964407689592281,0.9510357274306168,0.01831534668777133
3,189.34972038269044,14.206075961264052,0.0232027530670166,0.006175567263210469,4.199999999999999,True,l1,saga,"{'C': np.float64(4.199999999999999), 'fit_intercept': True, 'penalty': 'l1', 'solver': 'saga'}",0.9449217394765098,0.9288703300731848,0.9434977098669404,0.9779505462707285,0.9651644191535531,0.9520809489681833,0.017344003921764734
59,3.7387088775634765,0.33945773949004193,0.02066464424133301,0.0011116803953957395,4.199999999999999,True,l2,liblinear,"{'C': np.float64(4.199999999999999), 'fit_intercept': True, 'penalty': 'l2', 'solver': 'liblinear'}",0.9431703839441989,0.9281231955412368,0.9416850735279485,0.9785393750758418,0.9668276019297523,0.9516691260037957,0.018319991481304167
26,28.52201943397522,1.0696169508754978,0.024074363708496093,0.003026761741371101,4.199999999999999,True,l2,saga,"{'C': np.float64(4.199999999999999), 'fit_intercept': True, 'penalty': 'l2', 'solver': 'saga'}",0.9430246863912084,0.9299373709335772,0.9416538155712053,0.9785485660423182,0.9668380276450169,0.9520004933166651,0.01788492555206294
136,4.70726752281189,0.8294449287363287,0.022094202041625977,0.0035060306783152055,4.199999999999999,False,l1,liblinear,"{'C': np.float64(4.199999999999999), 'fit_intercept': False, 'penalty': 'l1', 'solver': 'liblinear'}",0.9371646425608162,0.9277541262128661,0.914565913037763,0.9673643303880187,0.9424110526425078,0.9378520129683944,0.017529654686906065
123,288.9508650779724,6.449372260195048,0.026738834381103516,0.01238556512528868,4.199999999999999,False,l1,saga,"{'C': np.float64(4.199999999999999), 'fit_intercept': False, 'penalty': 'l1', 'solver': 'saga'}",0.9363909054964489,0.9294242808946642,0.915280597388543,0.9674126696692513,0.9429078098557185,0.938283252660925,0.01721100794619095
231,5.060781955718994,2.234830924231667,0.02995920181274414,0.012559355290432268,4.199999999999999,False,l2,liblinear,"{'C': np.float64(4.199999999999999), 'fit_intercept': False, 'penalty': 'l2', 'solver': 'liblinear'}",0.9339688134560862,0.9309102694180085,0.9090518100416252,0.9656744498111884,0.9381320968406188,0.9355474879135054,0.01811259777502107
230,16.092608213424683,3.19773455841335,0.021391868591308594,0.003994218783535463,4.199999999999999,False,l2,saga,"{'C': np.float64(4.199999999999999), 'fit_intercept': False, 'penalty': 'l2', 'solver': 'saga'}",0.9339723607243005,0.9309120469162421,0.9090610443617171,0.9656741896894958,0.9381330485656638,0.935550538051484,0.01810968397400737
92,4.76137056350708,0.46630016830938786,0.02232189178466797,0.003435147442045469,4.299999999999999,True,l1,liblinear,"{'C': np.float64(4.299999999999999), 'fit_intercept': True, 'penalty': 'l1', 'solver': 'liblinear'}",0.9455770323900197,0.9243448629238884,0.942732215078847,0.9775246403524961,0.9643856701355602,0.9509128841761623,0.0183899752186952
16,181.0847906112671,12.883678631912025,0.018578100204467773,0.0016397130919731946,4.299999999999999,True,l1,saga,"{'C': np.float64(4.299999999999999), 'fit_intercept': True, 'penalty': 'l1', 'solver': 'saga'}",0.944878134033097,0.928747834432716,0.9433899327789186,0.9779479884074167,0.9652275790883513,0.9520382937480999,0.01739986813079204
